compatible_string,hardware_model,driver_file,first_version,subsystem
"amlogic,meson6-uart",meson6-uart,drivers/tty/serial/meson_uart.c,n/a,tty
"amlogic,meson8-uart",meson8-uart,drivers/tty/serial/meson_uart.c,n/a,tty
"amlogic,meson8b-uart",meson8b-uart,drivers/tty/serial/meson_uart.c,n/a,tty
"apple,s5l-uart",S5L_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"arm,mps2-uart",mps2-uart,drivers/tty/serial/mps2-uart.c,n/a,tty
"arm,sbsa-uart",sbsa-uart,drivers/tty/serial/amba-pl011.c,n/a,tty
"aspeed,ast2400-vuart",ast2400-vuart,drivers/tty/serial/8250/8250_aspeed_vuart.c,n/a,tty
"aspeed,ast2500-vuart",ast2500-vuart,drivers/tty/serial/8250/8250_aspeed_vuart.c,n/a,tty
"atmel,at91rm9200-usart-serial",at91rm9200-usart-serial,drivers/tty/serial/atmel_serial.c,n/a,tty
"axis,artpec8-uart",ARTPEC8_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"brcm,bcm2835-aux-uart",bcm2835-aux-uart,drivers/tty/serial/8250/8250_bcm2835aux.c,n/a,tty
"brcm,bcm6345-uart",bcm6345-uart,drivers/tty/serial/bcm63xx_uart.c,n/a,tty
"brcm,bcm7271-uart",brcmstb_rate_table,drivers/tty/serial/8250/8250_bcm7271.c,n/a,tty
"brcm,bcm7278-uart",brcmstb_rate_table_7278,drivers/tty/serial/8250/8250_bcm7271.c,n/a,tty
"cavium,octeon-3860-uart",dw8250_octeon_3860_data,drivers/tty/serial/8250/8250_dw.c,n/a,tty
"cdns,uart-r1p12",zynqmp_uart_def,drivers/tty/serial/xilinx_uartps.c,n/a,tty
"cdns,uart-r1p8",uart-r1p8,drivers/tty/serial/xilinx_uartps.c,n/a,tty
"cnxt,cx92755-usart",cx92755-usart,drivers/tty/serial/digicolor-usart.c,n/a,tty
"epapr,hv-byte-channel",hv-byte-channel,drivers/tty/ehv_bytechan.c,n/a,tty
"esp,esp32-uart",esp32_variant,drivers/tty/serial/esp32_uart.c,n/a,tty
"esp,esp32s3-acm",esp32s3-acm,drivers/tty/serial/esp32_acm.c,n/a,tty
"esp,esp32s3-uart",esp32s3_variant,drivers/tty/serial/esp32_uart.c,n/a,tty
"fsl,16550-FIFO64",PORT_16550A_FSL64,drivers/tty/serial/8250/8250_of.c,n/a,tty
"fsl,cpm1-scc-uart",cpm1-scc-uart,drivers/tty/serial/cpm_uart.c,n/a,tty
"fsl,cpm1-smc-uart",cpm1-smc-uart,drivers/tty/serial/cpm_uart.c,n/a,tty
"fsl,cpm2-scc-uart",cpm2-scc-uart,drivers/tty/serial/cpm_uart.c,n/a,tty
"fsl,cpm2-smc-uart",cpm2-smc-uart,drivers/tty/serial/cpm_uart.c,n/a,tty
"fsl,imx1-uart",imx_uart_imx1_devdata,drivers/tty/serial/imx.c,n/a,tty
"fsl,imx21-uart",imx_uart_imx21_devdata,drivers/tty/serial/imx.c,n/a,tty
"fsl,imx23-auart",IMX23_AUART,drivers/tty/serial/mxs-auart.c,n/a,tty
"fsl,imx28-auart",IMX28_AUART,drivers/tty/serial/mxs-auart.c,n/a,tty
"fsl,imx6q-uart",imx_uart_imx21_devdata,drivers/tty/serial/imx.c,n/a,tty
"fsl,imx7ulp-lpuart",imx7ulp_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,imx8qxp-lpuart",imx8qxp_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,imx8ulp-lpuart",imx8ulp_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,imxrt1050-lpuart",imxrt1050_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,ls1021a-lpuart",ls1021a_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,ls1028a-lpuart",ls1028a_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"fsl,mpc5121-psc-uart",mpc512x_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
"fsl,mpc5125-psc-uart",mpc5125_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
"fsl,mpc5200-psc-uart",mpc52xx_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
"fsl,mpc5200b-psc-uart",mpc5200b_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
"fsl,s32v234-linflexuart",s32v234-linflexuart,drivers/tty/serial/fsl_linflexuart.c,n/a,tty
"fsl,t1040-ucc-uart",t1040-ucc-uart,drivers/tty/serial/ucc_uart.c,n/a,tty
"fsl,vf610-lpuart",vf_data,drivers/tty/serial/fsl_lpuart.c,n/a,tty
"google,goldfish-tty",goldfish-tty,drivers/tty/goldfish.c,n/a,tty
"google,gs101-uart",GS101_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"ibm,opal-console-hvsi",opal-console-hvsi,drivers/tty/hvc/hvc_opal.c,n/a,tty
"ibm,opal-console-raw",opal-console-raw,drivers/tty/hvc/hvc_opal.c,n/a,tty
"ingenic,jz4740-uart",jz4740_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,jz4750-uart",jz4760_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,jz4760-uart",jz4760_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,jz4770-uart",jz4760_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,jz4775-uart",jz4760_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,jz4780-uart",jz4780_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"ingenic,x1000-uart",x1000_uart_config,drivers/tty/serial/8250/8250_ingenic.c,n/a,tty
"intel,lgm-asc",soc_data_intel,drivers/tty/serial/lantiq.c,n/a,tty
"intel,xscale-uart",PORT_XSCALE,drivers/tty/serial/8250/8250_of.c,n/a,tty
"lantiq,asc",soc_data_lantiq,drivers/tty/serial/lantiq.c,n/a,tty
"litex,liteuart",liteuart,drivers/tty/serial/liteuart.c,n/a,tty
"loongson,ls2k0500-uart",ls2k0500_uart_data,drivers/tty/serial/8250/8250_loongson.c,n/a,tty
"loongson,ls2k1500-uart",ls2k1500_uart_data,drivers/tty/serial/8250/8250_loongson.c,n/a,tty
"marvell,armada-3700-uart",uart_std_driver_data,drivers/tty/serial/mvebu-uart.c,n/a,tty
"marvell,armada-3700-uart-clock",armada-3700-uart-clock,drivers/tty/serial/mvebu-uart.c,n/a,tty
"marvell,armada-3700-uart-ext",uart_ext_driver_data,drivers/tty/serial/mvebu-uart.c,n/a,tty
"marvell,armada-38x-uart",dw8250_armada_38x_data,drivers/tty/serial/8250/8250_dw.c,n/a,tty
"maxim,max3100",max3100,drivers/tty/serial/max3100.c,n/a,tty
"mediatek,mt6577-uart",mt6577-uart,drivers/tty/serial/8250/8250_mtk.c,n/a,tty
"mediatek,mtk-btif",PORT_MTK_BTIF,drivers/tty/serial/8250/8250_of.c,n/a,tty
"microchip,pic32mzda-uart",pic32mzda-uart,drivers/tty/serial/pic32_uart.c,n/a,tty
mpc5200-psc-uart,mpc52xx_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
mpc5200-serial,mpc52xx_psc_ops,drivers/tty/serial/mpc52xx_uart.c,n/a,tty
"mrvl,mmp-uart",mmp-uart,drivers/tty/serial/pxa.c,n/a,tty
"mrvl,pxa-uart",pxa-uart,drivers/tty/serial/pxa.c,n/a,tty
ns16450,PORT_16450,drivers/tty/serial/8250/8250_of.c,n/a,tty
ns16550,PORT_16550,drivers/tty/serial/8250/8250_of.c,n/a,tty
ns16550a,PORT_16550A,drivers/tty/serial/8250/8250_of.c,n/a,tty
ns16750,PORT_16750,drivers/tty/serial/8250/8250_of.c,n/a,tty
ns16850,PORT_16850,drivers/tty/serial/8250/8250_of.c,n/a,tty
ns8250,PORT_8250,drivers/tty/serial/8250/8250_of.c,n/a,tty
"nuvoton,ma35d1-uart",ma35d1-uart,drivers/tty/serial/ma35d1_serial.c,n/a,tty
"nuvoton,npcm750-uart",PORT_NPCM,drivers/tty/serial/8250/8250_of.c,n/a,tty
"nuvoton,wpcm450-uart",PORT_NPCM,drivers/tty/serial/8250/8250_of.c,n/a,tty
"nvidia,tegra186-hsuart",tegra186_uart_chip_data,drivers/tty/serial/serial-tegra.c,n/a,tty
"nvidia,tegra194-hsuart",tegra194_uart_chip_data,drivers/tty/serial/serial-tegra.c,n/a,tty
"nvidia,tegra194-tcu",tegra194-tcu,drivers/tty/serial/tegra-tcu.c,n/a,tty
"nvidia,tegra20-hsuart",tegra20_uart_chip_data,drivers/tty/serial/serial-tegra.c,n/a,tty
"nvidia,tegra20-uart",tegra20-uart,drivers/tty/serial/8250/8250_tegra.c,n/a,tty
"nvidia,tegra264-utc",tegra264_utc_soc,drivers/tty/serial/tegra-utc.c,n/a,tty
"nvidia,tegra30-hsuart",tegra30_uart_chip_data,drivers/tty/serial/serial-tegra.c,n/a,tty
"nxp,lpc1850-uart",lpc1850-uart,drivers/tty/serial/8250/8250_lpc18xx.c,n/a,tty
"nxp,lpc3220-hsuart",lpc3220-hsuart,drivers/tty/serial/lpc32xx_hs.c,n/a,tty
"nxp,lpc3220-uart",PORT_LPC3220,drivers/tty/serial/8250/8250_of.c,n/a,tty
"qca,ar9330-uart",ar9330-uart,drivers/tty/serial/ar933x_uart.c,n/a,tty
qcn,qcn,drivers/tty/serial/sunhv.c,n/a,tty
"qcom,geni-debug-uart",qcom_geni_console_data,drivers/tty/serial/qcom_geni_serial.c,n/a,tty
"qcom,geni-uart",qcom_geni_uart_data,drivers/tty/serial/qcom_geni_serial.c,n/a,tty
"qcom,msm-uart",msm-uart,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,msm-uartdm",msm-uartdm,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,msm-uartdm-v1.1",UARTDM_1P1,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,msm-uartdm-v1.2",UARTDM_1P2,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,msm-uartdm-v1.3",UARTDM_1P3,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,msm-uartdm-v1.4",UARTDM_1P4,drivers/tty/serial/msm_serial.c,n/a,tty
"qcom,sa8255p-geni-debug-uart",sa8255p_qcom_geni_console_data,drivers/tty/serial/qcom_geni_serial.c,n/a,tty
"qcom,sa8255p-geni-uart",sa8255p_qcom_geni_uart_data,drivers/tty/serial/qcom_geni_serial.c,n/a,tty
"ralink,rt2880-uart",PORT_RT2880,drivers/tty/serial/8250/8250_of.c,n/a,tty
"rda,8810pl-uart",8810pl-uart,drivers/tty/serial/rda-uart.c,n/a,tty
"renesas,em-uart",em-uart,drivers/tty/serial/8250/8250_em.c,n/a,tty
"renesas,rzn1-uart",dw8250_renesas_rzn1_data,drivers/tty/serial/8250/8250_dw.c,n/a,tty
sab82532,sab82532,drivers/tty/serial/sunsab.c,n/a,tty
"samsung,exynos4210-uart",EXYNOS4210_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"samsung,exynos5433-uart",EXYNOS5433_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"samsung,exynos850-uart",EXYNOS850_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"samsung,exynos8895-uart",EXYNOS8895_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"samsung,s3c6400-uart",S3C6400_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"samsung,s5pv210-uart",S5PV210_SERIAL_DRV_DATA,drivers/tty/serial/samsung_tty.c,n/a,tty
"sifive,fu540-c000-uart",fu540-c000-uart,drivers/tty/serial/sifive.c,n/a,tty
"sifive,uart0",uart0,drivers/tty/serial/sifive.c,n/a,tty
"snps,arc-uart",arc-uart,drivers/tty/serial/arc_uart.c,n/a,tty
"snps,dw-apb-uart",dw8250_dw_apb,drivers/tty/serial/8250/8250_dw.c,n/a,tty
"socionext,milbeaut-usio-uart",milbeaut-usio-uart,drivers/tty/serial/milbeaut_usio.c,n/a,tty
"socionext,uniphier-uart",uniphier-uart,drivers/tty/serial/8250/8250_uniphier.c,n/a,tty
"sophgo,sg2044-uart",dw8250_skip_set_rate_data,drivers/tty/serial/8250/8250_dw.c,n/a,tty
"sprd,sc9632-uart",sc9632_data,drivers/tty/serial/sprd_serial.c,n/a,tty
"sprd,sc9836-uart",sc9836_data,drivers/tty/serial/sprd_serial.c,n/a,tty
"st,asc",asc,drivers/tty/serial/st-asc.c,n/a,tty
"st,stm32-uart",stm32f4_info,drivers/tty/serial/stm32-usart.c,n/a,tty
"st,stm32f7-uart",stm32f7_info,drivers/tty/serial/stm32-usart.c,n/a,tty
"st,stm32h7-uart",stm32h7_info,drivers/tty/serial/stm32-usart.c,n/a,tty
"starfive,jh7100-uart",dw8250_skip_set_rate_data,drivers/tty/serial/8250/8250_dw.c,n/a,tty
su,su,drivers/tty/serial/sunsu.c,n/a,tty
"sunplus,sp7021-uart",sp7021-uart,drivers/tty/serial/sunplus-uart.c,n/a,tty
"ti,am3352-uart",am33xx_platdata,drivers/tty/serial/8250/8250_omap.c,n/a,tty
"ti,am4372-uart",am33xx_platdata,drivers/tty/serial/8250/8250_omap.c,n/a,tty
"ti,am654-uart",am654_platdata,drivers/tty/serial/8250/8250_omap.c,n/a,tty
"ti,da830-uart",PORT_DA830,drivers/tty/serial/8250/8250_of.c,n/a,tty
"ti,dra742-uart",omap4_platdata,drivers/tty/serial/8250/8250_omap.c,n/a,tty
"ti,omap2-uart",omap2-uart,drivers/tty/serial/omap-serial.c,n/a,tty
"ti,omap3-uart",omap3-uart,drivers/tty/serial/omap-serial.c,n/a,tty
"ti,omap4-uart",omap4-uart,drivers/tty/serial/omap-serial.c,n/a,tty
ucc_uart,ucc_uart,drivers/tty/serial/ucc_uart.c,n/a,tty
"via,vt8500-uart",vt8500_flags,drivers/tty/serial/vt8500_serial.c,n/a,tty
"wm,wm8880-uart",wm8880_flags,drivers/tty/serial/vt8500_serial.c,n/a,tty
"xlnx,opb-uartlite-1.00.b",opb-uartlite-1.00.b,drivers/tty/serial/uartlite.c,n/a,tty
"xlnx,xps-uartlite-1.00.a",xps-uartlite-1.00.a,drivers/tty/serial/uartlite.c,n/a,tty
"xlnx,xuartps",xuartps,drivers/tty/serial/xilinx_uartps.c,n/a,tty
"xlnx,zynqmp-uart",zynqmp_uart_def,drivers/tty/serial/xilinx_uartps.c,n/a,tty
"amd,versal2-ufs",ufs_versal2_hba_vops,drivers/ufs/host/ufs-amd-versal2.c,n/a,ufs
"cdns,ufshc",cdns_ufs_pltfm_hba_vops,drivers/ufs/host/cdns-pltfrm.c,n/a,ufs
"cdns,ufshc-m31-16nm",cdns_ufs_m31_16nm_pltfm_hba_vops,drivers/ufs/host/cdns-pltfrm.c,n/a,ufs
"google,gs101-ufs",gs101_ufs_drvs,drivers/ufs/host/ufs-exynos.c,n/a,ufs
"hisilicon,hi3660-ufs",ufs_hba_hi3660_vops,drivers/ufs/host/ufs-hisi.c,n/a,ufs
"hisilicon,hi3670-ufs",ufs_hba_hi3670_vops,drivers/ufs/host/ufs-hisi.c,n/a,ufs
"mediatek,mt8183-ufshci",mt8183-ufshci,drivers/ufs/host/ufs-mediatek.c,n/a,ufs
"mediatek,mt8195-ufshci",mt8195-ufshci,drivers/ufs/host/ufs-mediatek.c,n/a,ufs
"rockchip,rk3576-ufshc",ufs_hba_rk3576_vops,drivers/ufs/host/ufs-rockchip.c,n/a,ufs
"samsung,exynos7-ufs",exynos_ufs_drvs,drivers/ufs/host/ufs-exynos.c,n/a,ufs
"samsung,exynosautov9-ufs",exynosauto_ufs_drvs,drivers/ufs/host/ufs-exynos.c,n/a,ufs
"samsung,exynosautov9-ufs-vh",exynosauto_ufs_vh_drvs,drivers/ufs/host/ufs-exynos.c,n/a,ufs
"snps,g210-tc-6.00-20bit",tc_dwc_g210_20bit_pltfm_hba_vops,drivers/ufs/host/tc-dwc-g210-pltfrm.c,n/a,ufs
"snps,g210-tc-6.00-40bit",tc_dwc_g210_40bit_pltfm_hba_vops,drivers/ufs/host/tc-dwc-g210-pltfrm.c,n/a,ufs
"tesla,fsd-ufs",fsd_ufs_drvs,drivers/ufs/host/ufs-exynos.c,n/a,ufs
"ti,j721e-ufs",j721e-ufs,drivers/ufs/host/ti-j721e-ufs.c,n/a,ufs
"fsl,elbc-gpcm-uio",elbc-gpcm-uio,drivers/uio/uio_fsl_elbc_gpcm.c,n/a,uio
"allwinner,sun4i-a10-musb",sun4i_a10_musb_cfg,drivers/usb/musb/sunxi.c,n/a,usb
"allwinner,sun50i-h6-dwc3",sun50i-h6-dwc3,drivers/usb/dwc3/dwc3-of-simple.c,n/a,usb
"allwinner,sun6i-a31-musb",sun6i_a31_musb_cfg,drivers/usb/musb/sunxi.c,n/a,usb
"allwinner,sun8i-a33-musb",sun8i_a33_musb_cfg,drivers/usb/musb/sunxi.c,n/a,usb
"allwinner,sun8i-h3-musb",sun8i_h3_musb_cfg,drivers/usb/musb/sunxi.c,n/a,usb
"allwinner,suniv-f1c100s-musb",suniv_f1c100s_musb_cfg,drivers/usb/musb/sunxi.c,n/a,usb
"amlogic,meson-a1-usb-ctrl",a1_drvdata,drivers/usb/dwc3/dwc3-meson-g12a.c,n/a,usb
"amlogic,meson-axg-usb-ctrl",axg_drvdata,drivers/usb/dwc3/dwc3-meson-g12a.c,n/a,usb
"amlogic,meson-g12a-usb-ctrl",g12a_drvdata,drivers/usb/dwc3/dwc3-meson-g12a.c,n/a,usb
"amlogic,meson-gxl-usb-ctrl",gxl_drvdata,drivers/usb/dwc3/dwc3-meson-g12a.c,n/a,usb
"amlogic,meson-gxm-usb-ctrl",gxm_drvdata,drivers/usb/dwc3/dwc3-meson-g12a.c,n/a,usb
"analogix,anx7411",anx7411,drivers/usb/typec/anx7411.c,n/a,usb
"apple,cd321x",cd321x,drivers/usb/typec/tipd/core.c,n/a,usb
"apple,t8103-dwc3",t8103-dwc3,drivers/usb/dwc3/dwc3-apple.c,n/a,usb
"aspeed,ast2400-usb-vhub",ast2400-usb-vhub,drivers/usb/gadget/udc/aspeed-vhub/core.c,n/a,usb
"aspeed,ast2500-usb-vhub",ast2500-usb-vhub,drivers/usb/gadget/udc/aspeed-vhub/core.c,n/a,usb
"aspeed,ast2600-udc",ast2600-udc,drivers/usb/gadget/udc/aspeed_udc.c,n/a,usb
"aspeed,ast2600-usb-vhub",ast2600-usb-vhub,drivers/usb/gadget/udc/aspeed-vhub/core.c,n/a,usb
"aspeed,ast2700-ehci",1,drivers/usb/host/ehci-platform.c,n/a,usb
"aspeed,ast2700-uhci",1,drivers/usb/host/uhci-platform.c,n/a,usb
"atmel,at91rm9200-ohci",at91rm9200-ohci,drivers/usb/host/ohci-at91.c,n/a,usb
"atmel,at91rm9200-udc",at91rm9200_udc_caps,drivers/usb/gadget/udc/at91_udc.c,n/a,usb
"atmel,at91sam9260-udc",at91sam9260_udc_caps,drivers/usb/gadget/udc/at91_udc.c,n/a,usb
"atmel,at91sam9261-udc",at91sam9261_udc_caps,drivers/usb/gadget/udc/at91_udc.c,n/a,usb
"atmel,at91sam9263-udc",at91sam9263_udc_caps,drivers/usb/gadget/udc/at91_udc.c,n/a,usb
"atmel,at91sam9g45-ehci",at91sam9g45-ehci,drivers/usb/host/ehci-atmel.c,n/a,usb
"atmel,at91sam9g45-pmc",at91sam9g45-pmc,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"atmel,at91sam9g45-udc",udc_at91sam9g45_cfg,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"atmel,at91sam9rl-pmc",at91sam9rl-pmc,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"atmel,at91sam9rl-udc",udc_at91sam9rl_cfg,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"atmel,at91sam9x5-pmc",at91sam9x5-pmc,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"atmel,sama5d3-udc",udc_sama5d3_cfg,drivers/usb/gadget/udc/atmel_usba_udc.c,n/a,usb
"brcm,bcm2711-xhci",xhci_plat_brcm,drivers/usb/host/xhci-plat.c,n/a,usb
"brcm,bcm7445-ehci",bcm7445-ehci,drivers/usb/host/ehci-brcm.c,n/a,usb
"brcm,bcm7445-xhci",xhci_plat_brcm,drivers/usb/host/xhci-plat.c,n/a,usb
"brcm,bdc",bdc,drivers/usb/gadget/udc/bdc/bdc_core.c,n/a,usb
"brcm,bdc-udc-v2",bdc-udc-v2,drivers/usb/gadget/udc/bdc/bdc_core.c,n/a,usb
"brcm,cygnus-udc",cygnus-udc,drivers/usb/gadget/udc/snps_udc_plat.c,n/a,usb
"brcm,ehci-brcm-v2",ehci-brcm-v2,drivers/usb/host/ehci-brcm.c,n/a,usb
"brcm,iproc-udc",iproc-udc,drivers/usb/gadget/udc/snps_udc_plat.c,n/a,usb
"brcm,ns2-udc",ns2-udc,drivers/usb/gadget/udc/snps_udc_plat.c,n/a,usb
"brcm,usb-pinmap",usb-pinmap,drivers/usb/misc/brcmstb-usb-pinmap.c,n/a,usb
"brcm,xhci-brcm-v2",xhci_plat_brcm,drivers/usb/host/xhci-plat.c,n/a,usb
"cavium,octeon-5750-usbc",octeon-5750-usbc,drivers/usb/host/octeon-hcd.c,n/a,usb
"cavium,octeon-6335-ehci",octeon-6335-ehci,drivers/usb/host/ehci-platform.c,n/a,usb
"cavium,octeon-6335-ohci",octeon-6335-ohci,drivers/usb/host/ohci-platform.c,n/a,usb
"cavium,octeon-7130-usb-uctl",octeon-7130-usb-uctl,drivers/usb/dwc3/dwc3-octeon.c,n/a,usb
"cdns,usb3",usb3,drivers/usb/cdns3/cdns3-plat.c,n/a,usb
"chipidea,usb2",usb2,drivers/usb/chipidea/ci_hdrc_usb2.c,n/a,usb
"cypress,cypd4226",cypd4226,drivers/usb/typec/ucsi/ucsi_ccg.c,n/a,usb
"eswin,eic7700-dwc3",eic7700-dwc3,drivers/usb/dwc3/dwc3-generic-plat.c,n/a,usb
"faraday,fotg200",fotg200,drivers/usb/fotg210/fotg210-core.c,n/a,usb
"faraday,fotg210",fotg210,drivers/usb/fotg210/fotg210-core.c,n/a,usb
"fcs,fsa4480",fsa4480,drivers/usb/typec/mux/fsa4480.c,n/a,usb
"fsl,imx23-usb",imx23_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx23-usbphy",imx23_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx25-usbmisc",imx25_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx27-usb",imx27_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx27-usbmisc",imx27_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx28-usb",imx28_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx35-usbmisc",imx25_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx51-usbmisc",imx51_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx53-usbmisc",imx53_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx6q-usb",imx6q_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx6q-usbmisc",imx6q_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx6q-usbphy",imx6q_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx6sl-usb",imx6sl_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx6sl-usbphy",imx6sl_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx6sx-usb",imx6sx_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx6sx-usbmisc",imx6sx_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx6sx-usbphy",imx6sx_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx6ul-usb",imx6ul_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx6ul-usbmisc",imx6sx_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx6ul-usbphy",imx6ul_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx7d-usb",imx7d_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx7d-usbmisc",imx7d_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx7ulp-usb",imx7ulp_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx7ulp-usbmisc",imx7ulp_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx7ulp-usbphy",imx7ulp_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
"fsl,imx8mp-dwc3",imx8mp-dwc3,drivers/usb/dwc3/dwc3-imx8mp.c,n/a,usb
"fsl,imx8qm-usb3",imx8qm-usb3,drivers/usb/cdns3/cdns3-imx.c,n/a,usb
"fsl,imx8ulp-usb",imx8ulp_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx8ulp-usbmisc",imx7ulp_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx94-usbmisc",imx94_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,imx95-usb",imx95_usb_data,drivers/usb/chipidea/ci_hdrc_imx.c,n/a,usb
"fsl,imx95-usbmisc",imx95_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,ls1028a-dwc3",ls1028a-dwc3,drivers/usb/dwc3/dwc3-generic-plat.c,n/a,usb
"fsl,mpc5121-usb2-dr",fsl_usb2_mpc5121_pd,drivers/usb/host/fsl-mph-dr-of.c,n/a,usb
"fsl,mpc8272-cpm-usb",PORT_CPM,drivers/usb/gadget/udc/fsl_qe_udc.c,n/a,usb
"fsl,mpc8323-qe-usb",mpc8323-qe-usb,drivers/usb/host/fhci-hcd.c,n/a,usb
"fsl,mpc8360-qe-usb",PORT_QE,drivers/usb/gadget/udc/fsl_qe_udc.c,n/a,usb
"fsl,vf610-usbmisc",vf610_usbmisc_ops,drivers/usb/chipidea/usbmisc_imx.c,n/a,usb
"fsl,vf610-usbphy",vf610_phy_data,drivers/usb/phy/phy-mxs-usb.c,n/a,usb
fsl-usb2-dr,fsl_usb2_mpc8xxx_pd,drivers/usb/host/fsl-mph-dr-of.c,n/a,usb
fsl-usb2-mph,fsl_usb2_mpc8xxx_pd,drivers/usb/host/fsl-mph-dr-of.c,n/a,usb
generic-ehci,generic-ehci,drivers/usb/host/ehci-platform.c,n/a,usb
generic-ohci,generic-ohci,drivers/usb/host/ohci-platform.c,n/a,usb
generic-uhci,generic-uhci,drivers/usb/host/uhci-platform.c,n/a,usb
generic-xhci,generic-xhci,drivers/usb/host/xhci-plat.c,n/a,usb
"google,gs101-dwusb3",gs101_drvdata,drivers/usb/dwc3/dwc3-exynos.c,n/a,usb
