compatible_string,hardware_model,driver_file,first_version,subsystem
"nokia,n900-rom-rng",omap3_rom_rng_read,drivers/char/hw_random/omap3-rom-rng.c,n/a,char
"nuvoton,npcm750-kcs-bmc",npcm750-kcs-bmc,drivers/char/ipmi/kcs_bmc_npcm7xx.c,n/a,char
"nuvoton,npct501",npct501,drivers/char/tpm/tpm_i2c_nuvoton.c,n/a,char
"nuvoton,npct601",OF_IS_TPM2,drivers/char/tpm/tpm_i2c_nuvoton.c,n/a,char
"nuvoton,npct75x",npct75x,drivers/char/tpm/tpm_tis_i2c.c,n/a,char
"pasemi,pwrficient-rng",pwrficient-rng,drivers/char/hw_random/pasemi-rng.c,n/a,char
"rockchip,rk3568-rng",rk3568_soc_data,drivers/char/hw_random/rockchip-rng.c,n/a,char
"rockchip,rk3576-rng",rk3576_soc_data,drivers/char/hw_random/rockchip-rng.c,n/a,char
"rockchip,rk3588-rng",rk3588_soc_data,drivers/char/hw_random/rockchip-rng.c,n/a,char
"samsung,exynos5250-trng",exynos5250-trng,drivers/char/hw_random/exynos-trng.c,n/a,char
"samsung,exynos850-trng",EXYNOS_SMC,drivers/char/hw_random/exynos-trng.c,n/a,char
"silex-insight,ba431-rng",ba431-rng,drivers/char/hw_random/ba431-rng.c,n/a,char
"socionext,synquacer-tpm-mmio",synquacer-tpm-mmio,drivers/char/tpm/tpm_tis_synquacer.c,n/a,char
ssif-bmc,ssif-bmc,drivers/char/ipmi/ssif_bmc.c,n/a,char
"st,stm32-rng",stm32_rng_data,drivers/char/hw_random/stm32-rng.c,n/a,char
"st,stm32mp13-rng",stm32mp13_rng_data,drivers/char/hw_random/stm32-rng.c,n/a,char
"st,stm32mp25-rng",stm32mp25_rng_data,drivers/char/hw_random/stm32-rng.c,n/a,char
"tcg,tpm-tis-i2c",tpm-tis-i2c,drivers/char/tpm/tpm_tis_i2c.c,n/a,char
"tcg,tpm-tis-mmio",tpm-tis-mmio,drivers/char/tpm/tpm_tis.c,n/a,char
"ti,keystone-rng",keystone-rng,drivers/char/hw_random/ks-sa-rng.c,n/a,char
timeriomem_rng,timeriomem_rng,drivers/char/hw_random/timeriomem-rng.c,n/a,char
"winbond,wpct301",wpct301,drivers/char/tpm/tpm_i2c_nuvoton.c,n/a,char
"xillybus,xillybus-1.00.a",xillybus-1.00.a,drivers/char/xillybus/xillybus_of.c,n/a,char
"xiphera,xip8001b-trng",xip8001b-trng,drivers/char/hw_random/xiphera-trng.c,n/a,char
"xlnx,opb-hwicap-1.00.b",buffer_icap_config,drivers/char/xilinx_hwicap/xilinx_hwicap.c,n/a,char
"xlnx,xillybus-1.00.a",xillybus-1.00.a,drivers/char/xillybus/xillybus_of.c,n/a,char
"xlnx,xps-hwicap-1.00.a",fifo_icap_config,drivers/char/xilinx_hwicap/xilinx_hwicap.c,n/a,char
"actions,s500-cmu",s500-cmu,drivers/clk/actions/owl-s500.c,n/a,clk
"actions,s700-cmu",s700-cmu,drivers/clk/actions/owl-s700.c,n/a,clk
"actions,s900-cmu",s900-cmu,drivers/clk/actions/owl-s900.c,n/a,clk
"adi,axi-clkgen-2.00.a",axi_clkgen_zynq_default_limits,drivers/clk/clk-axi-clkgen.c,n/a,clk
"adi,zynqmp-axi-clkgen-2.00.a",axi_clkgen_zynqmp_default_limits,drivers/clk/clk-axi-clkgen.c,n/a,clk
"airoha,en7523-scu",en7523_data,drivers/clk/clk-en7523.c,n/a,clk
"airoha,en7581-scu",en7581_data,drivers/clk/clk-en7523.c,n/a,clk
"allwinner,sun20i-d1-ccu",sun20i-d1-ccu,drivers/clk/sunxi-ng/ccu-sun20i-d1.c,n/a,clk
"allwinner,sun20i-d1-r-ccu",sun20i-d1-r-ccu,drivers/clk/sunxi-ng/ccu-sun20i-d1-r.c,n/a,clk
"allwinner,sun4i-a10-ccu",sun4i_a10_ccu_desc,drivers/clk/sunxi-ng/ccu-sun4i-a10.c,n/a,clk
"allwinner,sun4i-a10-mod0-clk",sun4i-a10-mod0-clk,drivers/clk/sunxi/clk-mod0.c,n/a,clk
"allwinner,sun50i-a100-ccu",sun50i-a100-ccu,drivers/clk/sunxi-ng/ccu-sun50i-a100.c,n/a,clk
"allwinner,sun50i-a100-r-ccu",sun50i-a100-r-ccu,drivers/clk/sunxi-ng/ccu-sun50i-a100-r.c,n/a,clk
"allwinner,sun50i-a64-ccu",sun50i-a64-ccu,drivers/clk/sunxi-ng/ccu-sun50i-a64.c,n/a,clk
"allwinner,sun50i-a64-de2-clk",sun50i_a64_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun50i-a64-r-ccu",sun50i_a64_r_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-r.c,n/a,clk
"allwinner,sun50i-h5-ccu",sun50i_h5_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-h3.c,n/a,clk
"allwinner,sun50i-h5-de2-clk",sun50i_h5_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun50i-h6-ccu",sun50i-h6-ccu,drivers/clk/sunxi-ng/ccu-sun50i-h6.c,n/a,clk
"allwinner,sun50i-h6-de3-clk",sun50i_h5_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun50i-h6-r-ccu",sun50i_h6_r_ccu_desc,drivers/clk/sunxi-ng/ccu-sun50i-h6-r.c,n/a,clk
"allwinner,sun50i-h616-ccu",sun50i-h616-ccu,drivers/clk/sunxi-ng/ccu-sun50i-h616.c,n/a,clk
"allwinner,sun50i-h616-de33-clk",sun50i_h616_de33_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun50i-h616-r-ccu",sun50i_h616_r_ccu_desc,drivers/clk/sunxi-ng/ccu-sun50i-h6-r.c,n/a,clk
"allwinner,sun55i-a523-ccu",sun55i-a523-ccu,drivers/clk/sunxi-ng/ccu-sun55i-a523.c,n/a,clk
"allwinner,sun55i-a523-mcu-ccu",sun55i-a523-mcu-ccu,drivers/clk/sunxi-ng/ccu-sun55i-a523-mcu.c,n/a,clk
"allwinner,sun55i-a523-r-ccu",sun55i-a523-r-ccu,drivers/clk/sunxi-ng/ccu-sun55i-a523-r.c,n/a,clk
"allwinner,sun55i-a523-rtc",sun55i_a523_rtc_ccu_data,drivers/clk/sunxi-ng/ccu-sun6i-rtc.c,n/a,clk
"allwinner,sun6i-a31-apb0-clk",sun6i-a31-apb0-clk,drivers/clk/sunxi/clk-sun6i-apb0.c,n/a,clk
"allwinner,sun6i-a31-apb0-gates-clk",sun6i_a31_apb0_gates,drivers/clk/sunxi/clk-sun6i-apb0-gates.c,n/a,clk
"allwinner,sun6i-a31-ar100-clk",sun6i-a31-ar100-clk,drivers/clk/sunxi/clk-sun6i-ar100.c,n/a,clk
"allwinner,sun6i-a31-ccu",sun6i-a31-ccu,drivers/clk/sunxi-ng/ccu-sun6i-a31.c,n/a,clk
"allwinner,sun7i-a20-ccu",sun7i_a20_ccu_desc,drivers/clk/sunxi-ng/ccu-sun4i-a10.c,n/a,clk
"allwinner,sun8i-a23-apb0-clk",sun8i-a23-apb0-clk,drivers/clk/sunxi/clk-sun8i-apb0.c,n/a,clk
"allwinner,sun8i-a23-apb0-gates-clk",sun8i_a23_apb0_gates,drivers/clk/sunxi/clk-sun6i-apb0-gates.c,n/a,clk
"allwinner,sun8i-a23-ccu",sun8i-a23-ccu,drivers/clk/sunxi-ng/ccu-sun8i-a23.c,n/a,clk
"allwinner,sun8i-a33-ccu",sun8i-a33-ccu,drivers/clk/sunxi-ng/ccu-sun8i-a33.c,n/a,clk
"allwinner,sun8i-a83t-ccu",sun8i-a83t-ccu,drivers/clk/sunxi-ng/ccu-sun8i-a83t.c,n/a,clk
"allwinner,sun8i-a83t-de2-clk",sun8i_a83t_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun8i-a83t-r-ccu",sun8i_a83t_r_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-r.c,n/a,clk
"allwinner,sun8i-h3-ccu",sun8i_h3_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-h3.c,n/a,clk
"allwinner,sun8i-h3-de2-clk",sun8i_h3_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun8i-h3-r-ccu",sun8i_h3_r_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-r.c,n/a,clk
"allwinner,sun8i-r40-ccu",sun8i-r40-ccu,drivers/clk/sunxi-ng/ccu-sun8i-r40.c,n/a,clk
"allwinner,sun8i-r40-de2-clk",sun8i_r40_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun8i-v3-ccu",sun8i_v3_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-v3s.c,n/a,clk
"allwinner,sun8i-v3s-ccu",sun8i_v3s_ccu_desc,drivers/clk/sunxi-ng/ccu-sun8i-v3s.c,n/a,clk
"allwinner,sun8i-v3s-de2-clk",sun8i_v3s_de2_clk_desc,drivers/clk/sunxi-ng/ccu-sun8i-de2.c,n/a,clk
"allwinner,sun9i-a80-ccu",sun9i-a80-ccu,drivers/clk/sunxi-ng/ccu-sun9i-a80.c,n/a,clk
"allwinner,sun9i-a80-de-clks",sun9i-a80-de-clks,drivers/clk/sunxi-ng/ccu-sun9i-a80-de.c,n/a,clk
"allwinner,sun9i-a80-mmc-config-clk",sun9i-a80-mmc-config-clk,drivers/clk/sunxi/clk-sun9i-mmc.c,n/a,clk
"allwinner,sun9i-a80-usb-clks",sun9i-a80-usb-clks,drivers/clk/sunxi-ng/ccu-sun9i-a80-usb.c,n/a,clk
"allwinner,suniv-f1c100s-ccu",suniv-f1c100s-ccu,drivers/clk/sunxi-ng/ccu-suniv-f1c100s.c,n/a,clk
"amlogic,a1-peripherals-clkc",a1_peripherals_clkc_data,drivers/clk/meson/a1-peripherals.c,n/a,clk
"amlogic,a1-pll-clkc",a1_pll_clkc_data,drivers/clk/meson/a1-pll.c,n/a,clk
"amlogic,axg-audio-clkc",axg_audioclk_data,drivers/clk/meson/axg-audio.c,n/a,clk
"amlogic,axg-clkc",axg_clkc_data,drivers/clk/meson/axg.c,n/a,clk
"amlogic,c3-peripherals-clkc",c3_peripherals_clkc_data,drivers/clk/meson/c3-peripherals.c,n/a,clk
"amlogic,c3-pll-clkc",c3_pll_clkc_data,drivers/clk/meson/c3-pll.c,n/a,clk
"amlogic,g12a-audio-clkc",g12a_audioclk_data,drivers/clk/meson/axg-audio.c,n/a,clk
"amlogic,g12a-clkc",g12a_clkc_data,drivers/clk/meson/g12a.c,n/a,clk
"amlogic,g12b-clkc",g12b_clkc_data,drivers/clk/meson/g12a.c,n/a,clk
"amlogic,gxbb-clkc",gxbb_clkc_data,drivers/clk/meson/gxbb.c,n/a,clk
"amlogic,gxl-clkc",gxl_clkc_data,drivers/clk/meson/gxbb.c,n/a,clk
"amlogic,meson-axg-aoclkc",axg_ao_clkc_data,drivers/clk/meson/axg-aoclk.c,n/a,clk
"amlogic,meson-g12a-aoclkc",g12a_ao_clkc_data,drivers/clk/meson/g12a-aoclk.c,n/a,clk
"amlogic,meson-gx-aoclkc",gxbb_ao_clkc_data,drivers/clk/meson/gxbb-aoclk.c,n/a,clk
"amlogic,meson8-ddr-clkc",meson8_ddr_clkc_data,drivers/clk/meson/meson8-ddr.c,n/a,clk
"amlogic,meson8b-ddr-clkc",meson8_ddr_clkc_data,drivers/clk/meson/meson8-ddr.c,n/a,clk
"amlogic,s4-peripherals-clkc",s4_peripherals_clkc_data,drivers/clk/meson/s4-peripherals.c,n/a,clk
"amlogic,s4-pll-clkc",s4_pll_clkc_data,drivers/clk/meson/s4-pll.c,n/a,clk
"amlogic,sm1-audio-clkc",sm1_audioclk_data,drivers/clk/meson/axg-audio.c,n/a,clk
"amlogic,sm1-clkc",sm1_clkc_data,drivers/clk/meson/g12a.c,n/a,clk
"apple,nco",nco,drivers/clk/clk-apple-nco.c,n/a,clk
"arm,scpi-clocks",scpi-clocks,drivers/clk/clk-scpi.c,n/a,clk
"arm,vexpress-osc",vexpress-osc,drivers/clk/versatile/clk-vexpress-osc.c,n/a,clk
"aspeed,ast2400-scu",ast2400_data,drivers/clk/clk-aspeed.c,n/a,clk
"aspeed,ast2500-scu",ast2500_data,drivers/clk/clk-aspeed.c,n/a,clk
"aspeed,ast2600-scu",ast2600-scu,drivers/clk/clk-ast2600.c,n/a,clk
"atmel,sama5d2-pmc",sama5d2-pmc,drivers/clk/at91/pmc.c,n/a,clk
"axis,artpec6-clkctrl",artpec6-clkctrl,drivers/clk/axis/clk-artpec6.c,n/a,clk
"axis,artpec8-cmu-bus",cmu_bus_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"axis,artpec8-cmu-cmu",cmu_cmu_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"axis,artpec8-cmu-core",cmu_core_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"axis,artpec8-cmu-cpucl",cmu_cpucl_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"axis,artpec8-cmu-fsys",cmu_fsys_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"axis,artpec8-cmu-peri",cmu_peri_info,drivers/clk/samsung/clk-artpec8.c,n/a,clk
"baikal,bt1-ccu-axi",bt1-ccu-axi,drivers/clk/baikal-t1/clk-ccu-div.c,n/a,clk
"baikal,bt1-ccu-pll",bt1-ccu-pll,drivers/clk/baikal-t1/clk-ccu-pll.c,n/a,clk
"baikal,bt1-ccu-sys",bt1-ccu-sys,drivers/clk/baikal-t1/clk-ccu-div.c,n/a,clk
"bitmain,bm1880-clk",bm1880-clk,drivers/clk/clk-bm1880.c,n/a,clk
"brcm,bcm2711-cprman",cprman_bcm2711_plat_data,drivers/clk/bcm/clk-bcm2835.c,n/a,clk
"brcm,bcm2835-aux",bcm2835-aux,drivers/clk/bcm/clk-bcm2835-aux.c,n/a,clk
"brcm,bcm2835-cprman",cprman_bcm2835_plat_data,drivers/clk/bcm/clk-bcm2835.c,n/a,clk
"brcm,bcm3368-clocks",bcm3368_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm6318-clocks",bcm6318_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm6318-ubus-clocks",bcm6318_ubus_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm63268-clocks",bcm63268_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm63268-timer-clocks",bcm63268-timer-clocks,drivers/clk/bcm/clk-bcm63268-timer.c,n/a,clk
"brcm,bcm6328-clocks",bcm6328_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm6358-clocks",bcm6358_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm6362-clocks",bcm6362_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,bcm6368-clocks",bcm6368_clocks,drivers/clk/bcm/clk-bcm63xx-gate.c,n/a,clk
"brcm,brcm2711-dvp",brcm2711-dvp,drivers/clk/bcm/clk-bcm2711-dvp.c,n/a,clk
"brcm,sr-genpll0",sr_genpll0_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-genpll2",sr_genpll2_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-genpll4",sr_genpll4_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-genpll5",sr_genpll5_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-lcpll-pcie",sr_lcpll_pcie_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-lcpll0",sr_lcpll0_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"brcm,sr-lcpll1",sr_lcpll1_clk_init,drivers/clk/bcm/clk-sr.c,n/a,clk
"cirrus,cs2000-cp",cs2000-cp,drivers/clk/clk-cs2000-cp.c,n/a,clk
"cirrus,lochnagar1-clk",lochnagar1_conf,drivers/clk/clk-lochnagar.c,n/a,clk
"cirrus,lochnagar2-clk",lochnagar2_conf,drivers/clk/clk-lochnagar.c,n/a,clk
"cortina,gemini-syscon",gemini-syscon,drivers/clk/clk-gemini.c,n/a,clk
fixed-clock,fixed-clock,drivers/clk/clk-fixed-rate.c,n/a,clk
fixed-factor-clock,fixed-factor-clock,drivers/clk/clk-fixed-factor.c,n/a,clk
fixed-mmio-clock,fixed-mmio-clock,drivers/clk/clk-fixed-mmio.c,n/a,clk
"fsl,imx8dxl-acm",imx8dxl_acm_data,drivers/clk/imx/clk-imx8-acm.c,n/a,clk
"fsl,imx8dxl-clk",imx8dxl-clk,drivers/clk/imx/clk-imx8qxp.c,n/a,clk
"fsl,imx8mm-ccm",imx8mm-ccm,drivers/clk/imx/clk-imx8mm.c,n/a,clk
"fsl,imx8mn-ccm",imx8mn-ccm,drivers/clk/imx/clk-imx8mn.c,n/a,clk
"fsl,imx8mp-audio-blk-ctrl",imx8mp-audio-blk-ctrl,drivers/clk/imx/clk-imx8mp-audiomix.c,n/a,clk
"fsl,imx8mp-ccm",imx8mp-ccm,drivers/clk/imx/clk-imx8mp.c,n/a,clk
"fsl,imx8mq-ccm",imx8mq-ccm,drivers/clk/imx/clk-imx8mq.c,n/a,clk
"fsl,imx8qm-acm",imx8qm_acm_data,drivers/clk/imx/clk-imx8-acm.c,n/a,clk
"fsl,imx8qm-clk",imx8qm-clk,drivers/clk/imx/clk-imx8qxp.c,n/a,clk
"fsl,imx8qxp-acm",imx8qxp_acm_data,drivers/clk/imx/clk-imx8-acm.c,n/a,clk
"fsl,imx8qxp-clk",imx8qxp-clk,drivers/clk/imx/clk-imx8qxp.c,n/a,clk
"fsl,imx8qxp-lpcg",imx8qxp-lpcg,drivers/clk/imx/clk-imx8qxp-lpcg.c,n/a,clk
"fsl,imx8qxp-lpcg-adma",imx8qxp-lpcg-adma,drivers/clk/imx/clk-imx8qxp-lpcg.c,n/a,clk
"fsl,imx8qxp-lpcg-conn",imx8qxp-lpcg-conn,drivers/clk/imx/clk-imx8qxp-lpcg.c,n/a,clk
"fsl,imx8qxp-lpcg-lsio",imx8qxp-lpcg-lsio,drivers/clk/imx/clk-imx8qxp-lpcg.c,n/a,clk
"fsl,imx8ulp-cgc1",imx8ulp_clk_cgc1_init,drivers/clk/imx/clk-imx8ulp.c,n/a,clk
"fsl,imx8ulp-cgc2",imx8ulp_clk_cgc2_init,drivers/clk/imx/clk-imx8ulp.c,n/a,clk
"fsl,imx8ulp-pcc3",imx8ulp_clk_pcc3_init,drivers/clk/imx/clk-imx8ulp.c,n/a,clk
"fsl,imx8ulp-pcc4",imx8ulp_clk_pcc4_init,drivers/clk/imx/clk-imx8ulp.c,n/a,clk
"fsl,imx8ulp-pcc5",imx8ulp_clk_pcc5_init,drivers/clk/imx/clk-imx8ulp.c,n/a,clk
"fsl,imx8ulp-sim-lpav",imx8ulp-sim-lpav,drivers/clk/imx/clk-imx8ulp-sim-lpav.c,n/a,clk
"fsl,imx91-ccm",PLAT_IMX91,drivers/clk/imx/clk-imx93.c,n/a,clk
"fsl,imx93-ccm",PLAT_IMX93,drivers/clk/imx/clk-imx93.c,n/a,clk
"fsl,imxrt1050-ccm",imxrt1050-ccm,drivers/clk/imx/clk-imxrt1050.c,n/a,clk
"fsl,ls1028a-flexspi-clk",ls1028a_flexspi_divs,drivers/clk/clk-fsl-flexspi.c,n/a,clk
"fsl,ls1028a-plldig",ls1028a-plldig,drivers/clk/clk-plldig.c,n/a,clk
"fsl,lx2160a-flexspi-clk",lx2160a_flexspi_divs,drivers/clk/clk-fsl-flexspi.c,n/a,clk
"fsl,scu-clk",scu-clk,drivers/clk/imx/clk-imx8qxp.c,n/a,clk
"fsl,vf610-sai-clock",vf610-sai-clock,drivers/clk/clk-fsl-sai.c,n/a,clk
gated-fixed-clock,gated-fixed-clock,drivers/clk/clk-gpio.c,n/a,clk
"google,gs101-cmu-apm",apm_cmu_info,drivers/clk/samsung/clk-gs101.c,n/a,clk
"google,gs101-cmu-hsi0",hsi0_cmu_info,drivers/clk/samsung/clk-gs101.c,n/a,clk
"google,gs101-cmu-hsi2",hsi2_cmu_info,drivers/clk/samsung/clk-gs101.c,n/a,clk
"google,gs101-cmu-peric0",peric0_cmu_info,drivers/clk/samsung/clk-gs101.c,n/a,clk
"google,gs101-cmu-peric1",peric1_cmu_info,drivers/clk/samsung/clk-gs101.c,n/a,clk
gpio-gate-clock,gpio-gate-clock,drivers/clk/clk-gpio.c,n/a,clk
gpio-mux-clock,gpio-mux-clock,drivers/clk/clk-gpio.c,n/a,clk
"hisilicon,hi3516cv300-crg",hi3516cv300_crg_funcs,drivers/clk/hisilicon/crg-hi3516cv300.c,n/a,clk
"hisilicon,hi3516cv300-sysctrl",hi3516cv300_sysctrl_funcs,drivers/clk/hisilicon/crg-hi3516cv300.c,n/a,clk
"hisilicon,hi3519-crg",hi3519-crg,drivers/clk/hisilicon/clk-hi3519.c,n/a,clk
"hisilicon,hi3559av100-clock",hi3559av100_crg_funcs,drivers/clk/hisilicon/clk-hi3559a.c,n/a,clk
"hisilicon,hi3559av100-shub-clock",hi3559av100_shub_crg_funcs,drivers/clk/hisilicon/clk-hi3559a.c,n/a,clk
"hisilicon,hi3660-crgctrl",hi3660_clk_crgctrl_init,drivers/clk/hisilicon/clk-hi3660.c,n/a,clk
"hisilicon,hi3660-iomcu",hi3660_clk_iomcu_init,drivers/clk/hisilicon/clk-hi3660.c,n/a,clk
"hisilicon,hi3660-pctrl",hi3660_clk_pctrl_init,drivers/clk/hisilicon/clk-hi3660.c,n/a,clk
"hisilicon,hi3660-pmuctrl",hi3660_clk_pmuctrl_init,drivers/clk/hisilicon/clk-hi3660.c,n/a,clk
"hisilicon,hi3660-sctrl",hi3660_clk_sctrl_init,drivers/clk/hisilicon/clk-hi3660.c,n/a,clk
"hisilicon,hi3660-stub-clk",hi3660-stub-clk,drivers/clk/hisilicon/clk-hi3660-stub.c,n/a,clk
"hisilicon,hi3670-crgctrl",hi3670_clk_crgctrl_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-iomcu",hi3670_clk_iomcu_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-media1-crg",hi3670_clk_media1_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-media2-crg",hi3670_clk_media2_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-pctrl",hi3670_clk_pctrl_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-pmuctrl",hi3670_clk_pmuctrl_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3670-sctrl",hi3670_clk_sctrl_init,drivers/clk/hisilicon/clk-hi3670.c,n/a,clk
"hisilicon,hi3798cv200-crg",hi3798cv200_crg_funcs,drivers/clk/hisilicon/crg-hi3798cv200.c,n/a,clk
"hisilicon,hi3798cv200-sysctrl",hi3798cv200_sysctrl_funcs,drivers/clk/hisilicon/crg-hi3798cv200.c,n/a,clk
"hisilicon,hi6220-stub-clk",hi6220-stub-clk,drivers/clk/hisilicon/clk-hi6220-stub.c,n/a,clk
"idt,5p49v5923",idt_5p49v5923_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v5925",idt_5p49v5925_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v5933",idt_5p49v5933_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v5935",idt_5p49v5935_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v60",idt_5p49v60_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v6901",idt_5p49v6901_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v6965",idt_5p49v6965_info,drivers/clk/clk-versaclock5.c,n/a,clk
"idt,5p49v6975",idt_5p49v6975_info,drivers/clk/clk-versaclock5.c,n/a,clk
"intel,agilex-clkmgr",agilex_clkmgr_init,drivers/clk/socfpga/clk-agilex.c,n/a,clk
"intel,agilex5-clkmgr",agilex5_clkmgr_init,drivers/clk/socfpga/clk-agilex5.c,n/a,clk
"intel,cgu-lgm",cgu-lgm,drivers/clk/x86/clk-lgm.c,n/a,clk
"intel,easic-n5x-clkmgr",n5x_clkmgr_init,drivers/clk/socfpga/clk-agilex.c,n/a,clk
"intel,stratix10-clkmgr",s10_clkmgr_init,drivers/clk/socfpga/clk-s10.c,n/a,clk
"loongson,ls2k-clk",ls2k1000_clks,drivers/clk/clk-loongson2.c,n/a,clk
"loongson,ls2k0300-clk",ls2k0300_clks,drivers/clk/clk-loongson2.c,n/a,clk
"loongson,ls2k0500-clk",ls2k0500_clks,drivers/clk/clk-loongson2.c,n/a,clk
"loongson,ls2k2000-clk",ls2k2000_clks,drivers/clk/clk-loongson2.c,n/a,clk
"lsi,axm5516-clks",axm5516-clks,drivers/clk/clk-axm5516.c,n/a,clk
"marvell,ap806-clock",ap806-clock,drivers/clk/mvebu/ap806-system-controller.c,n/a,clk
"marvell,ap806-cpu-clock",ap806_dfs_regs,drivers/clk/mvebu/ap-cpu-clk.c,n/a,clk
"marvell,ap806-system-controller",ap806-system-controller,drivers/clk/mvebu/ap806-system-controller.c,n/a,clk
"marvell,ap807-clock",ap807-clock,drivers/clk/mvebu/ap806-system-controller.c,n/a,clk
"marvell,ap807-cpu-clock",ap807_dfs_regs,drivers/clk/mvebu/ap-cpu-clk.c,n/a,clk
"marvell,armada-3700-periph-clock-nb",data_nb,drivers/clk/mvebu/armada-37xx-periph.c,n/a,clk
"marvell,armada-3700-periph-clock-sb",data_sb,drivers/clk/mvebu/armada-37xx-periph.c,n/a,clk
"marvell,armada-3700-tbg-clock",armada-3700-tbg-clock,drivers/clk/mvebu/armada-37xx-tbg.c,n/a,clk
"marvell,armada-3700-xtal-clock",armada-3700-xtal-clock,drivers/clk/mvebu/armada-37xx-xtal.c,n/a,clk
"marvell,cp110-clock",cp110-clock,drivers/clk/mvebu/cp110-system-controller.c,n/a,clk
"marvell,cp110-system-controller0",cp110-system-controller0,drivers/clk/mvebu/cp110-system-controller.c,n/a,clk
"marvell,mmp2-audio-clock",mmp2-audio-clock,drivers/clk/mmp/clk-audio.c,n/a,clk
"marvell,pxa1908-apbc",pxa1908-apbc,drivers/clk/mmp/clk-pxa1908-apbc.c,n/a,clk
"marvell,pxa1908-apbcp",pxa1908-apbcp,drivers/clk/mmp/clk-pxa1908-apbcp.c,n/a,clk
"marvell,pxa1908-apmu",pxa1908-apmu,drivers/clk/mmp/clk-pxa1908-apmu.c,n/a,clk
"marvell,pxa1908-mpmu",pxa1908-mpmu,drivers/clk/mmp/clk-pxa1908-mpmu.c,n/a,clk
"maxim,max9485",max9485,drivers/clk/clk-max9485.c,n/a,clk
"mediatek,mt2701-apmixedsys",mtk_apmixedsys_init,drivers/clk/mediatek/clk-mt2701.c,n/a,clk
"mediatek,mt2701-audsys",audio_desc,drivers/clk/mediatek/clk-mt2701-aud.c,n/a,clk
"mediatek,mt2701-bdpsys",bdp_desc,drivers/clk/mediatek/clk-mt2701-bdp.c,n/a,clk
"mediatek,mt2701-ethsys",eth_desc,drivers/clk/mediatek/clk-mt2701-eth.c,n/a,clk
"mediatek,mt2701-g3dsys",g3d_desc,drivers/clk/mediatek/clk-mt2701-g3d.c,n/a,clk
